date,state,district,station,latitude,longitude,elevation_m,rainfall_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,temp_max_c,temp_min_c,wind_kmh
2025-09-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.6,3.2,62.3,31.1,20.6,8.2
2025-09-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.6,2.8,40.1,32.9,21.3,8.2
2025-09-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,0.2,1.1,15.4,33.2,21.2,9.9
2025-10-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,18.7,18.9,19.5,32.0,27.4,21.2,9.9
2025-10-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,5.3,24.2,24.8,33.5,28.3,21.0,12.1
2025-10-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.6,24.6,25.4,30.7,28.5,21.4,14.7
2025-10-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.0,6.9,25.8,29.1,28.6,21.0,11.4
2025-10-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,1.6,25.8,29.0,29.7,20.9,13.9
2025-10-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,1.2,26.0,28.8,30.0,19.9,14.3
2025-10-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,5.1,5.3,30.9,32.0,30.5,20.7,9.8
2025-10-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,9.6,14.9,21.8,41.3,29.7,21.3,9.2
2025-10-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.0,16.7,18.5,43.3,27.6,20.1,12.9
2025-10-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.5,13.1,19.4,44.8,29.6,20.0,9.0
2025-10-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.3,5.8,20.7,46.5,27.4,20.4,9.6
2025-10-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,8.4,12.2,29.1,54.9,26.5,20.0,6.3
2025-10-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.1,12.8,31.0,57.0,27.7,19.2,7.7
2025-10-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.7,11.2,26.6,57.5,28.7,18.9,9.1
2025-10-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,3.0,17.2,39.0,30.0,18.9,11.6
2025-10-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.5,2.4,16.7,35.2,28.9,19.2,7.9
2025-10-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.8,2.5,16.0,35.4,28.5,18.5,9.0
2025-10-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.5,2.8,14.2,34.9,28.8,19.2,8.0
2025-10-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.3,2.6,7.1,36.2,30.1,18.4,8.1
2025-10-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.3,2.1,5.3,36.3,30.1,18.2,8.6
2025-10-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,1.6,4.6,31.2,30.4,17.8,10.4
2025-10-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.3,4.4,21.6,30.7,18.3,8.9
2025-10-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,2.9,19.6,30.1,18.3,11.0
2025-10-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,0.2,2.3,18.3,29.3,18.8,8.5
2025-10-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,1.8,16.0,29.1,18.3,11.5
2025-10-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,0.5,7.6,29.5,18.7,9.7
2025-10-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,0.4,0.6,5.9,29.8,18.3,8.9
2025-10-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,0.8,1.0,5.6,29.5,19.1,9.5
2025-10-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,1.2,1.4,5.8,30.6,19.2,12.8
2025-10-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,0.9,1.5,4.4,30.8,20.2,12.1
2025-10-31,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.5,1.3,3.6,30.5,19.7,10.4
2025-11-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.1,2.2,3.4,5.2,27.4,19.8,9.2
2025-11-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,2.2,3.5,4.0,29.1,20.6,11.7
2025-11-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.7,4.9,5.8,6.4,27.9,19.6,13.6
2025-11-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,9.9,12.7,15.3,16.3,27.4,18.7,10.2
2025-11-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,9.6,22.2,24.5,25.9,24.8,19.8,9.6
2025-11-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,4.7,24.2,29.1,30.6,25.1,18.8,10.4
2025-11-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,14.5,29.3,30.6,27.2,17.9,7.4
2025-11-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,4.9,27.2,30.6,27.4,16.1,8.5
2025-11-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,27.1,30.6,27.9,15.3,11.2
2025-11-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,24.4,30.2,26.9,14.4,12.6
2025-11-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,14.5,29.8,25.8,14.0,10.5
2025-11-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,4.9,29.4,25.7,12.7,8.2
2025-11-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,29.3,25.7,13.2,10.5
2025-11-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,29.3,24.9,13.2,8.7
2025-11-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,27.2,25.6,12.3,9.4
2025-11-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,27.1,25.7,11.8,8.0
2025-11-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,24.4,26.1,11.3,10.2
2025-11-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,14.5,26.0,11.9,10.5
2025-11-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,4.9,25.8,13.0,9.8
2025-11-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,26.0,14.9,9.8
2025-11-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,0.1,0.1,0.1,24.8,14.3,9.0
2025-11-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,0.2,0.2,0.2,24.1,13.2,10.8
2025-11-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,0.2,0.2,23.8,12.1,9.9
2025-11-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.1,0.2,0.2,24.5,10.4,11.3
2025-11-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,24.1,10.6,10.1
2025-11-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,24.0,9.8,9.2
2025-11-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,24.7,10.8,15.0
2025-11-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.1,0.2,24.3,10.5,10.2
2025-11-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,23.1,9.7,9.7
2025-11-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,22.4,9.7,8.8
2025-12-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,21.8,10.1,8.2
2025-12-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,22.6,10.9,8.8
2025-12-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,22.8,10.2,8.0
2025-12-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,23.5,10.3,6.4
2025-12-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.1,23.0,9.5,6.9
2025-12-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.2,8.2,7.6
2025-12-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.2,8.3,7.7
2025-12-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.6,8.8,9.4
2025-12-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.0,9.0,6.4
2025-12-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.1,8.1,5.8
2025-12-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.9,7.8,7.1
2025-12-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.7,7.5,7.2
2025-12-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.1,7.5,6.7
2025-12-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.1,7.5,8.5
2025-12-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.9,8.0,6.2
2025-12-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.4,8.9,6.9
2025-12-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.1,8.8,8.9
2025-12-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.6,8.8,9.5
2025-12-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.7,8.4,6.8
2025-12-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.3,7.7,7.8
2025-12-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.4,8.4,9.0
2025-12-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.5,7.8,8.6
2025-12-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,20.5,8.3,8.7
2025-12-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,0.2,0.2,0.2,21.1,10.8,7.6
2025-12-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,0.2,0.2,21.0,8.9,7.7
2025-12-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.2,0.2,0.2,21.2,8.8,7.1
2025-12-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,21.1,8.9,8.4
2025-12-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,21.1,9.3,9.7
2025-12-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,20.6,8.4,7.5
2025-12-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.2,0.2,20.2,8.1,5.9
2025-12-31,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,20.8,6.9,5.6
2026-01-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,21.2,7.6,7.6
2026-01-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,21.7,7.7,7.5
2026-01-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,20.2,8.9,7.4
2026-01-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,20.1,8.2,6.8
2026-01-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,20.0,7.1,9.4
2026-01-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.2,20.5,8.0,8.4
2026-01-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,20.6,8.8,9.1
2026-01-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.0,8.1,11.2
2026-01-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,20.8,7.6,6.7
2026-01-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.2,11.1,9.5
2026-01-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.6,11.1,13.3
2026-01-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.3,9.8,6.4
2026-01-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.6,8.8,8.9
2026-01-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.2,8.2,9.4
2026-01-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,21.5,9.3,8.0
2026-01-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.4,9.7,8.2
2026-01-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.9,8.8,7.9
2026-01-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.9,8.9,6.9
2026-01-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.2,8.4,10.1
2026-01-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.7,8.5,8.3
2026-01-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.3,7.6,5.3
2026-01-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.8,7.8,8.4
2026-01-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.4,9.1,9.8
2026-01-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.5,9.6,9.4
2026-01-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.8,9.9,7.2
2026-01-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.1,9.8,7.8
2026-01-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.9,9.9,10.0
2026-01-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.1,9.9,8.0
2026-01-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.0,10.3,14.6
2026-01-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,22.8,9.9,11.9
2026-01-31,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.7,9.1,8.4
2026-02-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.5,9.8,7.2
2026-02-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.6,9.6,8.5
2026-02-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.6,9.4,9.2
2026-02-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.5,12.1,9.5
2026-02-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.6,10.2,14.7
2026-02-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.4,8.5,7.4
2026-02-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.3,8.2,6.8
2026-02-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,23.9,9.3,8.7
2026-02-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.3,8.6,8.6
2026-02-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.6,10.0,8.9
2026-02-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.1,9.5,9.2
2026-02-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.2,9.3,10.7
2026-02-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.5,8.8,9.4
2026-02-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.7,10.5,10.0
2026-02-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.4,10.4,9.8
2026-02-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,26.0,9.5,9.1
2026-02-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,27.3,11.1,10.8
2026-02-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,27.7,11.2,10.2
2026-02-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,27.6,11.7,9.0
2026-02-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,28.7,13.0,8.9
2026-02-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,27.6,11.8,15.3
2026-02-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.9,12.9,17.1
2026-02-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,26.3,11.8,20.9
2026-02-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.9,11.2,8.9
2026-02-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,26.0,13.7,13.8
2026-02-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.6,13.3,16.8
2026-02-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.8,12.1,16.8
2026-02-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,24.8,12.2,18.3
2026-03-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,0.0,0.0,25.8,11.3,15.5
2026-03-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,0.4,0.4,0.4,24.6,13.2,16.2
2026-03-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,3.1,3.5,3.5,3.5,25.6,13.5,10.8
2026-03-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,3.5,3.5,3.5,25.9,11.2,12.5
2026-03-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,3.1,3.5,3.5,27.4,12.6,10.1
2026-03-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.0,3.5,3.5,28.8,13.6,10.1
2026-03-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,0.1,3.6,3.6,27.9,16.4,11.7
2026-03-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,0.3,3.8,3.8,28.0,16.7,11.6
2026-03-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,0.3,3.4,3.8,28.1,16.6,13.8
2026-03-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,6.0,6.2,6.3,9.8,27.8,16.1,8.0
2026-03-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,6.0,6.3,9.8,27.7,15.2,12.0
2026-03-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.2,6.2,6.5,10.0,26.7,15.8,9.9
2026-03-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,13.7,13.9,20.2,23.7,23.4,15.6,13.2
2026-03-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.6,14.5,20.7,24.3,25.5,15.6,17.5
2026-03-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,7.8,22.1,28.3,32.1,25.1,15.3,17.1
2026-03-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.7,11.1,31.0,34.4,25.8,14.5,16.4
2026-03-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.3,10.8,25.3,31.6,24.7,14.2,19.3
2026-03-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.5,4.5,26.8,33.1,26.1,14.0,15.4
2026-03-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,2.2,27.0,33.5,26.5,15.6,16.1
2026-03-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.7,2.6,14.0,34.2,27.7,13.9,19.0
2026-03-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,5.8,6.9,19.2,39.9,26.1,15.4,12.7
2026-03-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,6.0,12.5,17.4,45.7,23.5,14.4,18.7
2026-03-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,12.2,15.1,46.1,24.8,13.9,13.7
2026-03-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,6.4,14.8,40.1,25.6,12.3,16.4
2026-03-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.3,0.7,13.6,40.4,25.4,13.3,17.4
2026-03-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.3,2.6,15.5,42.5,27.6,15.4,14.2
2026-03-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,2.6,14.8,28.8,27.7,13.7,15.4
2026-03-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.3,3.6,10.3,29.5,22.8,15.1,11.9
2026-03-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.9,2.2,5.2,22.6,24.8,13.8,15.4
2026-03-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,14.6,16.8,19.4,34.5,24.9,15.9,13.5
2026-03-31,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.6,17.1,21.0,35.8,26.1,17.0,13.2
2026-04-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.0,17.2,21.7,35.3,26.8,17.5,18.8
2026-04-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.7,3.3,20.1,35.6,27.1,17.0,21.3
2026-04-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.2,2.9,21.3,36.1,27.9,18.2,17.0
2026-04-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.5,3.4,21.5,31.8,28.4,18.2,20.1
2026-04-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.4,3.1,21.0,26.2,27.5,17.0,21.7
2026-04-06,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,1.9,6.4,25.8,28.4,15.3,17.5
2026-04-07,Manipur,Imphal West,Imphal,24.82,93.94,782.0,12.0,12.4,16.8,37.8,25.7,17.1,14.0
2026-04-08,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,12.0,15.8,37.5,25.3,15.7,14.2
2026-04-09,Manipur,Imphal West,Imphal,24.82,93.94,782.0,7.0,19.0,22.1,42.2,21.8,15.7,8.9
2026-04-10,Manipur,Imphal West,Imphal,24.82,93.94,782.0,5.5,12.5,26.4,47.7,23.4,15.6,15.1
2026-04-11,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,12.6,25.0,46.5,25.5,12.0,17.0
2026-04-12,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.6,8.2,27.2,48.2,26.6,15.9,17.8
2026-04-13,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.2,3.9,28.4,34.8,27.2,15.7,13.3
2026-04-14,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.5,4.3,16.9,33.7,28.4,17.2,14.8
2026-04-15,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.0,3.7,18.9,34.7,28.0,18.3,15.5
2026-04-16,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.3,2.8,12.2,34.3,27.7,16.3,12.6
2026-04-17,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.5,4.8,9.2,35.6,29.9,17.3,13.2
2026-04-18,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,2.8,9.1,34.1,29.4,17.9,14.2
2026-04-19,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.3,2.8,6.8,34.0,27.9,17.8,12.8
2026-04-20,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.1,1.4,6.7,35.1,29.2,18.2,16.5
2026-04-21,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.9,2.3,7.1,24.0,29.2,19.5,16.5
2026-04-22,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,2.0,5.1,24.0,29.2,19.2,15.0
2026-04-23,Manipur,Imphal West,Imphal,24.82,93.94,782.0,1.5,2.4,6.3,18.5,29.4,17.5,14.7
2026-04-24,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,1.5,3.8,13.0,31.8,18.1,14.1
2026-04-25,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.0,1.5,3.8,12.9,32.3,18.8,16.6
2026-04-26,Manipur,Imphal West,Imphal,24.82,93.94,782.0,3.1,3.1,6.6,13.4,25.4,17.9,9.9
2026-04-27,Manipur,Imphal West,Imphal,24.82,93.94,782.0,9.8,12.9,15.3,22.0,22.4,17.6,9.2
2026-04-28,Manipur,Imphal West,Imphal,24.82,93.94,782.0,11.1,24.0,25.5,32.6,24.5,18.1,10.1
2026-04-29,Manipur,Imphal West,Imphal,24.82,93.94,782.0,11.8,32.7,37.3,42.4,23.3,16.7,6.1
2026-04-30,Manipur,Imphal West,Imphal,24.82,93.94,782.0,4.7,27.6,40.5,46.8,23.7,15.9,13.7
2026-05-01,Manipur,Imphal West,Imphal,24.82,93.94,782.0,3.4,19.9,43.9,47.7,22.9,16.2,7.8
2026-05-02,Manipur,Imphal West,Imphal,24.82,93.94,782.0,17.1,25.2,61.0,64.8,24.6,16.3,10.8
2026-05-03,Manipur,Imphal West,Imphal,24.82,93.94,782.0,3.0,23.5,60.9,67.5,24.6,16.1,12.6
2026-05-04,Manipur,Imphal West,Imphal,24.82,93.94,782.0,2.2,22.3,53.3,68.6,24.2,17.3,8.3
2026-05-05,Manipur,Imphal West,Imphal,24.82,93.94,782.0,0.1,5.3,42.3,67.8,28.5,18.3,11.6
