date,state,district,station,latitude,longitude,elevation_m,rainfall_mm,rainfall_3d_mm,rainfall_7d_mm,rainfall_14d_mm,temp_max_c,temp_min_c,wind_kmh
2025-01-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,23.2,11.7,8.3
2025-01-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,23.3,12.5,6.8
2025-01-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,23.5,11.5,5.9
2025-01-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,24.2,12.0,6.5
2025-01-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,24.1,12.1,6.7
2025-01-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,0.0,24.8,12.0,7.7
2025-01-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,10.5,10.5,10.5,10.5,22.9,13.7,14.1
2025-01-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.6,14.1,14.1,14.1,21.9,14.3,10.4
2025-01-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.9,15.0,15.0,15.0,21.9,13.8,9.7
2025-01-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,4.5,15.0,15.0,23.7,12.6,11.1
2025-01-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.9,15.0,15.0,24.0,11.1,10.4
2025-01-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,15.0,15.0,23.2,11.1,5.2
2025-01-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.5,1.5,16.5,16.5,23.6,11.8,11.4
2025-01-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,1.6,6.1,16.6,23.2,13.3,8.5
2025-01-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,1.6,2.5,16.6,23.8,11.4,10.1
2025-01-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,1.6,16.6,24.6,10.6,6.7
2025-01-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,1.6,16.6,24.9,12.2,6.3
2025-01-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,1.6,16.6,24.7,12.8,6.1
2025-01-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,1.6,16.6,24.3,12.8,7.3
2025-01-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.1,16.6,24.1,13.3,8.7
2025-01-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,6.1,24.8,16.2,9.4
2025-01-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,2.5,24.2,16.7,8.3
2025-01-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,1.6,24.2,15.4,7.9
2025-01-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.0,1.6,22.5,13.6,10.4
2025-01-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.3,0.3,0.3,1.9,21.4,11.2,8.1
2025-01-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.3,0.3,1.9,23.9,12.1,10.4
2025-01-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.3,0.3,0.4,23.8,12.4,8.0
2025-01-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.3,0.3,22.6,15.5,8.9
2025-01-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.8,0.8,1.1,1.1,22.9,15.3,9.8
2025-01-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.3,1.1,1.4,1.4,22.5,12.4,10.7
2025-01-31,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,1.3,1.6,1.6,23.3,12.9,9.0
2025-02-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.8,1.3,2.1,2.4,23.4,13.1,6.5
2025-02-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,1.1,2.2,2.5,23.7,12.6,9.1
2025-02-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.9,2.2,2.5,23.1,14.2,7.9
2025-02-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,2.2,2.5,25.7,12.8,8.1
2025-02-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,1.4,2.5,25.2,15.0,8.2
2025-02-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,0.4,1.5,2.9,24.2,15.1,7.2
2025-02-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.5,1.4,3.0,22.8,13.2,9.9
2025-02-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.5,0.6,2.7,24.4,13.0,7.5
2025-02-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,0.5,2.7,25.0,12.4,8.0
2025-02-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.5,2.7,24.7,14.2,9.9
2025-02-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.5,2.7,23.5,13.1,9.0
2025-02-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,0.2,0.7,2.1,23.6,13.9,9.3
2025-02-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.6,0.8,0.9,2.4,22.8,12.6,10.3
2025-02-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.8,0.8,2.2,22.8,12.4,12.1
2025-02-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.7,0.9,1.5,23.1,11.9,9.2
2025-02-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.2,1.0,1.5,23.2,12.1,10.5
2025-02-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.2,1.0,1.5,25.0,13.5,10.1
2025-02-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,1.0,1.5,24.8,14.0,11.3
2025-02-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,0.4,1.2,1.9,24.4,13.1,10.5
2025-02-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.4,0.6,1.5,25.3,13.7,11.3
2025-02-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,0.6,0.8,1.6,26.9,12.9,10.6
2025-02-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.4,5.6,6.1,7.0,25.0,15.0,11.9
2025-02-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.8,13.4,13.8,14.8,24.0,13.8,8.3
2025-02-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,4.1,17.3,17.9,18.9,24.9,12.4,13.0
2025-02-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,12.1,18.1,19.1,24.6,13.4,14.2
2025-02-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,4.3,17.7,18.9,26.1,13.4,9.3
2025-02-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.2,17.7,18.3,27.3,14.0,7.5
2025-02-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,17.5,18.3,27.8,15.3,7.8
2025-03-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.4,3.4,15.5,21.6,26.4,16.5,12.8
2025-03-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,3.4,7.7,21.5,30.7,14.8,15.4
2025-03-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,3.4,3.6,21.5,27.3,14.8,7.2
2025-03-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,3.4,21.5,26.6,13.6,8.8
2025-03-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.1,3.5,21.2,27.0,15.8,10.6
2025-03-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,3.5,21.2,26.4,13.5,11.5
2025-03-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,3.5,21.0,27.9,13.0,9.0
2025-03-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.1,0.2,15.7,26.3,15.5,10.4
2025-03-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.5,0.6,0.7,8.4,28.0,14.9,12.0
2025-03-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.6,0.7,4.3,29.2,15.0,9.0
2025-03-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.6,0.8,4.2,26.5,15.2,8.5
2025-03-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.9,6.0,6.6,10.1,25.8,17.0,11.2
2025-03-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,13.5,19.5,20.1,23.6,23.8,17.1,14.4
2025-03-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.3,26.7,27.4,30.9,25.6,16.5,12.2
2025-03-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.3,21.1,27.6,27.8,26.7,16.9,11.8
2025-03-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,7.7,27.2,27.9,27.0,17.9,9.1
2025-03-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.4,27.2,27.9,32.9,17.2,18.9
2025-03-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,27.1,27.9,31.5,21.2,25.9
2025-03-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,21.2,27.8,29.0,17.1,9.5
2025-03-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,7.7,27.8,29.4,15.5,8.6
2025-03-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.1,0.5,27.9,26.1,17.3,11.4
2025-03-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.5,0.6,0.7,28.3,23.8,18.2,13.6
2025-03-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.6,0.6,27.8,26.8,16.3,10.1
2025-03-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.5,0.6,27.8,30.4,15.7,10.7
2025-03-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.6,27.7,31.5,16.4,11.5
2025-03-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.6,21.8,32.9,18.6,10.4
2025-03-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.6,8.3,33.0,19.1,11.5
2025-03-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,0.2,0.7,1.2,33.8,22.4,15.0
2025-03-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,0.3,0.3,1.0,30.6,20.7,14.0
2025-03-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.3,0.3,0.9,33.0,19.4,10.7
2025-03-31,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.1,0.3,0.9,33.5,17.7,15.5
2025-04-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.3,0.9,32.5,20.4,10.9
2025-04-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.3,0.9,33.0,22.1,10.0
2025-04-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.3,0.9,34.0,20.4,12.2
2025-04-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.0,0.1,0.8,34.4,21.4,11.0
2025-04-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,0.2,0.2,0.5,33.5,20.9,10.6
2025-04-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.2,0.4,0.4,0.7,32.0,19.8,12.8
2025-04-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.4,0.4,0.7,34.4,19.4,10.1
2025-04-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,0.2,0.4,0.7,34.7,20.6,13.7
2025-04-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.3,0.3,0.7,1.0,31.9,22.9,10.9
2025-04-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,4.0,4.3,4.7,5.0,30.9,21.1,14.3
2025-04-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,4.1,8.4,8.8,8.9,30.3,20.0,6.8
2025-04-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,13.5,21.6,22.1,22.3,30.8,20.2,9.6
2025-04-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.1,20.7,25.0,25.4,29.0,20.2,9.9
2025-04-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,16.6,25.0,25.4,32.4,20.5,7.2
2025-04-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.6,4.7,26.6,27.0,32.0,21.5,13.5
2025-04-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,4.7,6.3,31.0,31.7,30.0,20.8,12.9
2025-04-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.4,12.7,33.4,38.1,28.0,20.6,9.5
2025-04-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,8.2,19.3,37.5,46.3,28.4,19.6,9.3
2025-04-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.2,15.8,25.2,47.3,31.3,20.8,9.2
2025-04-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,15.1,24.5,37.2,62.2,30.0,20.6,11.0
2025-04-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,10.7,27.0,47.9,72.9,29.3,21.4,10.4
2025-04-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,26.9,52.7,73.2,99.8,25.9,21.4,9.4
2025-04-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.2,38.8,69.7,100.7,29.0,20.9,13.8
2025-04-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,28.1,63.3,96.7,33.8,21.9,10.1
2025-04-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,1.2,55.1,92.6,29.8,21.6,10.2
2025-04-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,0.4,54.3,79.5,30.4,21.7,11.2
2025-04-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.7,4.1,42.9,80.1,31.7,21.5,12.8
2025-04-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,8.8,12.9,41.0,88.9,28.6,21.3,17.0
2025-04-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.3,17.8,19.4,92.6,25.1,20.2,15.3
2025-04-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,14.2,18.3,88.0,30.5,19.6,15.4
2025-05-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.1,7.5,20.4,83.7,29.6,20.6,10.7
2025-05-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.5,3.7,21.9,77.0,31.1,20.4,10.7
2025-05-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.5,11.1,29.0,83.3,30.5,19.1,10.9
2025-05-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.3,11.3,27.6,70.5,32.3,21.0,11.8
2025-05-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.5,17.3,26.3,67.3,32.1,21.3,14.3
2025-05-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.8,10.6,21.8,41.2,31.6,21.3,11.0
2025-05-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.6,14.9,28.3,46.6,32.2,21.4,15.6
2025-05-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.8,15.2,34.0,54.4,31.3,22.0,7.5
2025-05-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.7,20.1,38.2,60.1,33.1,22.6,7.0
2025-05-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.6,17.1,34.3,63.3,34.4,22.4,10.1
2025-05-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.1,16.4,39.1,66.7,33.5,23.1,13.5
2025-05-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,29.2,39.9,60.8,87.1,29.7,23.0,8.5
2025-05-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.0,42.3,66.0,87.8,28.8,22.6,10.6
2025-05-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.4,38.6,62.8,91.1,30.0,22.5,9.9
2025-05-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,15.4,24.8,70.4,104.4,29.6,22.6,12.7
2025-05-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.7,21.5,67.4,105.6,29.5,22.0,11.5
2025-05-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.2,24.3,70.0,104.3,29.1,22.0,14.1
2025-05-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,43.2,52.1,106.1,145.2,30.8,21.9,7.8
2025-05-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.9,52.3,79.8,140.6,27.0,21.8,7.8
2025-05-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,48.0,94.1,121.8,187.8,26.8,22.4,17.5
2025-05-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,27.5,78.4,145.9,208.7,29.2,22.4,7.9
2025-05-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.6,82.1,137.1,207.5,30.5,23.1,8.0
2025-05-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.0,37.1,137.4,204.8,31.2,23.2,7.4
2025-05-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.9,11.5,133.1,203.1,32.5,24.2,8.5
2025-05-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.2,11.1,96.1,202.2,32.9,24.5,11.5
2025-05-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,26.0,34.1,119.2,199.0,28.3,23.8,10.8
2025-05-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,20.4,52.6,91.6,213.4,31.7,23.7,12.2
2025-05-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.2,47.6,65.3,211.2,34.0,24.6,15.1
2025-05-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,30.3,51.9,89.0,226.1,27.2,23.9,18.5
2025-05-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,158.5,190.0,244.5,381.9,24.3,23.4,26.4
2025-05-31,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.9,194.7,248.5,381.6,30.5,22.5,14.4
2025-06-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.7,168.1,246.0,342.1,30.8,23.3,7.1
2025-06-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,10.0,220.4,339.6,30.5,24.1,9.2
2025-06-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.6,4.7,200.6,292.2,29.4,23.0,8.9
2025-06-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,13.8,14.8,213.2,278.5,27.6,23.1,10.3
2025-06-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,32.7,47.1,215.6,304.6,31.0,22.4,10.0
2025-06-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,4.8,51.3,61.9,306.4,31.9,22.5,11.1
2025-06-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.8,38.3,56.8,305.3,31.1,23.4,9.8
2025-06-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,6.0,53.5,299.5,33.2,24.0,9.0
2025-06-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,1.2,53.1,273.5,34.5,24.5,9.4
2025-06-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,0.8,52.9,253.5,35.4,25.2,10.4
2025-06-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.8,3.2,41.9,255.1,35.4,24.3,11.6
2025-06-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.1,3.3,9.3,224.9,37.3,25.7,11.0
2025-06-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.5,3.4,5.0,66.9,38.1,27.4,11.9
2025-06-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.2,2.8,6.4,63.2,35.0,26.8,11.3
2025-06-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,19.0,21.7,25.0,78.5,34.0,25.6,10.8
2025-06-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,19.0,40.2,44.0,97.1,30.9,25.3,9.9
2025-06-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,12.4,50.4,56.0,108.9,31.6,25.4,11.2
2025-06-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,8.1,39.5,61.3,103.2,32.5,24.9,11.0
2025-06-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,18.2,38.7,79.4,88.7,30.9,25.1,8.5
2025-06-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.5,29.8,82.4,87.4,31.2,25.5,12.7
2025-06-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,43.3,65.0,123.5,129.9,30.6,25.1,9.0
2025-06-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,13.8,60.6,118.3,143.3,31.4,24.6,8.7
2025-06-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,31.9,89.0,131.2,175.2,31.3,24.3,11.7
2025-06-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,19.7,65.4,138.5,194.5,30.6,24.6,9.6
2025-06-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,14.3,65.9,144.7,206.0,32.0,24.6,16.0
2025-06-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.4,37.4,129.9,209.3,32.5,24.5,10.7
2025-06-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,9.0,26.7,135.4,217.8,32.0,24.9,8.1
2025-06-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.4,15.8,95.5,219.0,32.7,25.0,7.8
2025-06-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,5.9,18.3,87.6,205.9,32.1,25.2,6.9
2025-06-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,45.8,55.1,101.5,232.7,32.8,24.7,8.5
2025-07-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,17.8,69.5,99.6,238.1,32.0,25.3,8.0
2025-07-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,60.7,124.3,146.0,290.7,31.5,25.3,8.4
2025-07-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,11.0,89.5,153.6,283.5,31.1,25.4,6.4
2025-07-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,43.6,115.3,188.2,323.6,31.2,25.1,8.5
2025-07-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,31.3,85.9,216.1,311.6,30.3,24.8,7.3
2025-07-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,12.1,87.0,222.3,309.9,32.2,25.1,18.0
2025-07-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.3,43.7,176.8,278.3,31.8,25.1,12.9
2025-07-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.9,13.3,159.9,259.5,33.0,24.9,16.4
2025-07-09,Assam,Kamrup,Guwahati,26.1,91.77,161.0,14.8,16.0,114.0,260.0,31.5,24.4,14.3
2025-07-10,Assam,Kamrup,Guwahati,26.1,91.77,161.0,6.3,22.0,109.3,262.9,31.4,24.8,7.6
2025-07-11,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.4,21.5,66.1,254.3,34.1,25.1,11.2
2025-07-12,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.6,7.3,35.4,251.5,34.2,25.4,7.7
2025-07-13,Assam,Kamrup,Guwahati,26.1,91.77,161.0,1.9,2.9,25.2,247.5,35.8,26.3,13.9
2025-07-14,Assam,Kamrup,Guwahati,26.1,91.77,161.0,10.6,13.1,35.5,212.3,32.3,25.2,10.8
2025-07-15,Assam,Kamrup,Guwahati,26.1,91.77,161.0,23.8,36.3,58.4,218.3,30.2,25.4,7.0
2025-07-16,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.9,35.3,44.5,158.5,31.8,25.7,9.7
2025-07-17,Assam,Kamrup,Guwahati,26.1,91.77,161.0,3.0,27.7,41.2,150.5,32.6,25.4,13.5
2025-07-18,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.6,4.5,41.4,107.5,33.4,25.3,16.0
2025-07-19,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.9,6.5,43.7,79.1,33.3,26.1,10.8
2025-07-20,Assam,Kamrup,Guwahati,26.1,91.77,161.0,12.3,15.8,54.1,79.3,30.3,25.5,8.4
2025-07-21,Assam,Kamrup,Guwahati,26.1,91.77,161.0,8.5,23.7,52.0,87.5,33.1,26.0,8.4
2025-07-22,Assam,Kamrup,Guwahati,26.1,91.77,161.0,14.8,35.6,43.0,101.4,33.2,25.7,10.5
2025-07-23,Assam,Kamrup,Guwahati,26.1,91.77,161.0,2.0,25.3,44.1,88.6,34.8,26.2,9.9
2025-07-24,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.0,16.8,41.1,82.3,36.7,27.5,12.5
2025-07-25,Assam,Kamrup,Guwahati,26.1,91.77,161.0,8.5,10.5,49.0,90.4,34.4,26.7,17.6
2025-07-26,Assam,Kamrup,Guwahati,26.1,91.77,161.0,10.2,18.7,56.3,100.0,32.3,26.6,9.2
2025-07-27,Assam,Kamrup,Guwahati,26.1,91.77,161.0,48.7,67.4,92.7,146.8,30.5,25.8,6.9
2025-07-28,Assam,Kamrup,Guwahati,26.1,91.77,161.0,24.8,83.7,109.0,161.0,31.4,25.2,6.7
2025-07-29,Assam,Kamrup,Guwahati,26.1,91.77,161.0,23.8,97.3,118.0,161.0,32.4,25.1,8.7
2025-07-30,Assam,Kamrup,Guwahati,26.1,91.77,161.0,23.1,71.7,139.1,183.2,30.6,24.9,8.1
2025-07-31,Assam,Kamrup,Guwahati,26.1,91.77,161.0,13.2,60.1,152.3,193.4,32.6,25.6,11.5
2025-08-01,Assam,Kamrup,Guwahati,26.1,91.77,161.0,12.9,49.2,156.7,205.7,31.2,25.5,7.4
2025-08-02,Assam,Kamrup,Guwahati,26.1,91.77,161.0,46.2,72.3,192.7,249.0,29.2,25.4,8.0
2025-08-03,Assam,Kamrup,Guwahati,26.1,91.77,161.0,16.6,75.7,160.6,253.3,31.3,24.9,14.2
2025-08-04,Assam,Kamrup,Guwahati,26.1,91.77,161.0,11.9,74.7,147.7,256.7,30.4,25.2,13.2
2025-08-05,Assam,Kamrup,Guwahati,26.1,91.77,161.0,7.6,36.1,131.5,249.5,31.1,24.9,12.3
2025-08-06,Assam,Kamrup,Guwahati,26.1,91.77,161.0,0.9,20.4,109.3,248.4,31.8,25.0,13.0
2025-08-07,Assam,Kamrup,Guwahati,26.1,91.77,161.0,10.1,18.6,106.2,258.5,29.8,25.5,5.6
2025-08-08,Assam,Kamrup,Guwahati,26.1,91.77,161.0,39.7,50.7,133.0,289.7,30.5,24.5,6.6
